rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,motor_ids,motor_temps,goal_pos,current_pos,error,velocity,load,is_moving
1499768909332181378,,1,,1499768909,311849117,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909352166401,,2,,1499768909,331532001,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909372174606,,3,,1499768909,351464033,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909391993661,,4,,1499768909,371484994,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909412490415,,5,,1499768909,391496896,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909431883630,,6,,1499768909,411322116,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909451998778,,7,,1499768909,431271076,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909472038439,,8,,1499768909,451244115,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909491991044,,9,,1499768909,471292972,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909512462660,,10,,1499768909,491305112,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909531677606,,11,,1499768909,511251926,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909551771999,,12,,1499768909,531097888,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909571598817,,13,,1499768909,551074981,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909591786346,,14,,1499768909,571032047,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909612419905,,15,,1499768909,591006994,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909631769440,,16,,1499768909,611222028,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909651691010,,17,,1499768909,630986928,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909671645873,,18,,1499768909,650948047,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
1499768909691621898,,19,,1499768909,670985937,'',shoulder_pitch_encoder,[11],[38],0.184077694546,0.107378655152,-0.0766990393943,0.0,-0.4375,False
