rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,motor_ids,motor_temps,goal_pos,current_pos,error,velocity,load,is_moving
1499768909331746010,,1,,1499768909,319345951,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909351634037,,2,,1499768909,339310884,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909371736386,,3,,1499768909,359302043,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909391593075,,4,,1499768909,379266977,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909412176083,,5,,1499768909,399235963,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909431635785,,6,,1499768909,419218063,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909451467515,,7,,1499768909,439126014,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909471801858,,8,,1499768909,459103107,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909491563343,,9,,1499768909,479110956,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909511908045,,10,,1499768909,499038934,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909531377718,,11,,1499768909,518959999,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909551266400,,12,,1499768909,538943052,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909571197827,,13,,1499768909,558917999,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
1499768909591205209,,14,,1499768909,578991889,'',elbow_encoder,[15],[35],-0.889708856974,-0.966407896368,-0.0766990393943,0.0,-0.40625,False
