rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,motor_ids,motor_temps,goal_pos,current_pos,error,velocity,load,is_moving
1499769370068326561,,1,,1499769370,50662040,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370085897038,,2,,1499769370,68238019,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370102997608,,3,,1499769370,85654020,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370120414407,,4,,1499769370,103197097,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370137179332,,5,,1499769370,120379924,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370152960451,,6,,1499769370,136862993,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370169356081,,7,,1499769370,152642965,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370185962699,,8,,1499769370,168987989,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370202197735,,9,,1499769370,185605049,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370219023084,,10,,1499769370,202049970,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370235977835,,11,,1499769370,218710899,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370251661650,,12,,1499769370,234683036,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370267631518,,13,,1499769370,251317024,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370283686343,,14,,1499769370,267337083,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370299623672,,15,,1499769370,283298015,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370316766502,,16,,1499769370,300137042,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370333825247,,17,,1499769370,316836118,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370350565618,,18,,1499769370,333479881,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370366536984,,19,,1499769370,350372076,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370383891835,,20,,1499769370,366687059,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370400733473,,21,,1499769370,383342027,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370417758810,,22,,1499769370,400398015,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370434510994,,23,,1499769370,417440891,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
1499769370451563640,,24,,1499769370,434078931,'',shoulder_roll_encoder,[1],[41],-0.0562459622225,0.746537316771,0.802783278993,0.0,0.0,False
